IN1, IN2, IN3, IN4, IN5,Out1,Out2
0.759086627,0.731069805,0.21650601,0.894134046,0.515098812,0.45228992,0.760403923
0.755275462,0.721621444,0.212276213,0.891405409,0.579455489,0.5481193,0.633055344
0.757070576,0.718061191,0.21343458,0.897429671,0.581342429,0.5481193,0.633055344
0.750994805,0.721484511,0.214505193,0.901788402,0.581342429,0.5481193,0.633055344
0.741273571,0.717924259,0.205501516,0.88871221,0.577046631,0.45228992,0.633055344
0.742240171,0.712446947,0.207537435,0.878931644,0.557133398,0.45228992,0.760403923
0.749531096,0.703546317,0.223631727,0.890235994,0.522044355,0.45228992,0.760403923
0.75519261,0.705326443,0.222683972,0.899130639,0.47539279,0.45228992,0.633055344
0.758920924,0.722306107,0.212855396,0.893885988,0.444880578,0.45228992,0.633055344
0.771017232,0.752157453,0.241955,0.919790313,0.459132993,0.45228992,0.633055344
0.791923408,0.783925858,0.272985216,0.960790729,0.483703353,0.45228992,0.633055344
0.796176448,0.802000985,0.244570103,0.971953332,0.495707499,0.45228992,0.633055344
0.791288214,0.801590186,0.220963971,0.957105299,0.498437539,0.45228992,0.633055344
0.792337665,0.779407076,0.22949377,0.924042733,0.462103919,0.45228992,0.633055344
0.795071762,0.758593294,0.221788869,0.891121915,0.418262689,0.356460539,0.378358188
0.800484722,0.747364806,0.21564601,0.879321449,0.418664165,0.260631159,0.25100961
0.80581483,0.752157453,0.201324371,0.891192788,0.425971037,0.356460539,0.25100961
0.808659396,0.770369513,0.178297424,0.893992298,0.427014876,0.356460539,0.123661032
0.811503961,0.690126904,0.176156198,0.889137452,0.478162977,0.45228992,0.123661032
0.81142111,0.650553331,0.203535801,0.87450204,0.536537655,0.45228992,0.123661032
0.807306156,0.731754469,0.236022752,0.868265157,0.534851454,0.5481193,-0.003687546
0.811862984,0.746680142,0.23563663,0.871312725,0.534771159,0.5481193,-0.003687546
0.826859092,0.756950101,0.222683972,0.86521759,0.564922041,0.64394868,-0.003687546
0.839259188,0.766672328,0.214856214,0.858732649,0.598605917,0.64394868,-0.131036125
0.845970153,0.777079219,0.21599703,0.86096517,0.632370087,0.83560744,-0.131036125
0.850195576,0.782419597,0.212206008,0.858555465,0.701143006,0.93143682,-0.258384703
0.847102456,0.786527581,0.201499882,0.853984113,0.732177137,0.83560744,-0.131036125
0.844036953,0.745310814,0.193215797,0.853062756,0.770919615,0.73977806,-0.003687546
0.847323393,0.698753669,0.19874437,0.859228765,0.822589636,0.73977806,0.123661032
0.848621399,0.716828796,0.200464371,0.874324856,0.828009569,0.64394868,0.25100961
0.845693982,0.73476699,0.204676618,0.882971443,0.827889126,0.64394868,0.378358188
0.843401759,0.738874974,0.214101519,0.886692311,0.826202925,0.5481193,0.505706766
0.842352308,0.734356192,0.213645193,0.899024329,0.781317856,0.5481193,0.505706766
0.838044034,0.740518167,0.213504784,0.90146947,0.698011489,0.45228992,0.633055344
0.834757594,0.759962622,0.212925601,0.901930149,0.665411601,0.45228992,0.633055344
0.838623994,0.767220059,0.214347234,0.902355391,0.665491896,0.45228992,0.633055344
0.843954102,0.754074512,0.248203165,0.886975805,0.657984286,0.45228992,0.633055344
0.837574542,0.746406277,0.279057871,0.872801072,0.650677414,0.45228992,0.505706766
0.827659989,0.749144932,0.26656154,0.883928238,0.628515913,0.5481193,0.505706766
0.828074246,0.761605815,0.244271735,0.890377741,0.593467018,0.5481193,0.505706766
0.832023497,0.803781111,0.222631319,0.895586956,0.583189221,0.5481193,0.378358188
0.836304154,0.810901615,0.215347642,0.909761689,0.592222441,0.5481193,0.378358188
0.839452508,0.767904723,0.214856214,0.908237905,0.591660374,0.5481193,0.378358188
0.84599777,0.755717705,0.205641924,0.897287924,0.585718522,0.64394868,0.25100961
0.849947022,0.836918843,0.206958251,0.897465108,0.586200294,0.73977806,0.123661032
0.85121741,0.939618427,0.207063557,0.894913656,0.585838965,0.73977806,0.123661032
0.848151907,0.929759267,0.201219065,0.888428715,0.652684797,0.73977806,0.123661032
0.838789697,0.839109768,0.193496613,0.878648149,0.783004057,0.73977806,0.123661032
0.830366469,0.745036949,0.186721917,0.868442341,0.889194582,0.64394868,0.25100961
0.83354244,0.793648085,0.184580691,0.870533115,0.938174711,0.64394868,0.25100961
0.841109536,0.821582372,0.184001508,0.870745736,0.933477436,0.64394868,0.25100961
0.848676633,0.692043963,0.186177835,0.870497678,0.982497712,0.64394868,0.378358188
0.853399164,0.682184803,0.21513703,0.87170253,1.041755639,0.5481193,0.378358188
0.845058788,0.719293586,0.238427243,0.879037955,1.037580283,0.5481193,0.378358188
0.839673445,0.766261529,0.235777038,0.891759778,1.016382326,0.45228992,0.505706766
0.842628479,0.866359391,0.232073771,0.895161714,0.934159946,0.356460539,0.633055344
0.84657773,0.770917244,0.240287652,0.904198106,0.870325188,0.356460539,0.633055344
0.850002256,0.604133119,0.238778264,0.910612173,0.857237055,0.356460539,0.633055344
0.856492284,0.64356976,0.232846016,0.916069446,0.767627508,0.356460539,0.760403923
0.860524387,0.761879681,0.23495214,0.918620898,0.683718927,0.260631159,0.760403923
0.862126181,0.731069805,0.220963971,0.916955366,0.682915974,0.260631159,0.887752501
0.865854495,0.718061191,0.223631727,0.912065083,0.67837929,0.260631159,0.887752501
0.868616209,0.730248209,0.228668872,0.903064128,0.676893827,0.260631159,0.887752501
0.869251403,0.671367114,0.221209685,0.904233543,0.643330395,0.260631159,1.015101079
0.862899461,0.691496232,0.215417846,0.906005385,0.574236295,0.068972399,1.015101079
0.855553301,0.780228673,0.214206826,0.905934511,0.539508581,0.068972399,1.015101079
0.856188496,0.782830396,0.216786827,0.913021878,0.504941458,0.068972399,0.887752501
0.853178227,0.757360899,0.219823154,0.912632073,0.470454629,0.164801779,0.760403923
0.851521199,0.722306107,0.224930503,0.906253443,0.46788518,0.260631159,0.633055344
0.854006741,0.732439133,0.222789278,0.906962179,0.468647985,0.356460539,0.505706766
0.861684307,0.759825689,0.215786418,0.906359753,0.473064226,0.45228992,0.378358188
0.872206437,0.771601908,0.216927235,0.905013154,0.473586146,0.45228992,0.25100961
0.882480014,0.764481403,0.202184372,0.906076259,0.474830723,0.5481193,0.123661032
0.896067647,0.690674636,0.191320286,0.904375291,0.492816868,0.64394868,-0.131036125
0.902750996,0.619606523,0.184422732,0.894346667,0.564922041,0.64394868,-0.131036125
0.90145299,0.665889803,0.172716197,0.882369017,0.625785873,0.64394868,-0.131036125
0.894659173,0.684101862,0.179789261,0.878010286,0.667900755,0.5481193,-0.003687546
0.891566053,0.728057284,0.192145184,0.874643787,0.715515863,0.5481193,0.123661032
0.891676522,0.837603507,0.211240702,0.876699124,0.712866119,0.45228992,0.123661032
0.891759373,0.806108968,0.248413778,0.870214183,0.710256522,0.45228992,0.25100961
0.891869842,0.742298293,0.282129301,0.861496722,0.703832898,0.356460539,0.25100961
0.897034247,0.709845225,0.265912152,0.8639773,0.70363216,0.356460539,0.378358188
0.906424075,0.693687157,0.236777447,0.870497678,0.700741529,0.260631159,0.505706766
0.910870435,0.726140225,0.224386421,0.877585044,0.661236245,0.260631159,0.505706766
0.911698949,0.721210645,0.220683155,0.87942776,0.609526077,0.164801779,0.505706766
0.912555081,0.705600308,0.223421115,0.884920469,0.569418578,0.164801779,0.505706766
0.907694464,0.716554931,0.229072546,0.893425309,0.544005118,0.164801779,0.505706766
0.899077916,0.732439133,0.223421115,0.89296463,0.541475816,0.164801779,0.505706766
0.898304636,0.761879681,0.18796804,0.896968992,0.542800688,0.260631159,0.633055344
0.901176819,0.784336656,0.161290478,0.904198106,0.548100178,0.260631159,0.633055344
0.898470339,0.765439933,0.170434563,0.906784995,0.548702392,0.356460539,0.633055344
0.897034247,0.75448531,0.183790895,0.909407321,0.552757305,0.356460539,0.633055344
0.894410619,0.762153546,0.201219065,0.905473832,0.552114942,0.356460539,0.760403923
0.89681331,0.767493924,0.21239907,0.90292238,0.504740719,0.45228992,0.760403923
0.904104235,0.756539302,0.216102336,0.902284517,0.453150994,0.45228992,0.633055344
0.898470339,0.714911737,0.23991908,0.896295692,0.45066184,0.45228992,0.505706766
0.892311716,0.695193417,0.253170106,0.895905887,0.452669222,0.45228992,0.505706766
0.891566053,0.718061191,0.251169289,0.896898119,0.425208232,0.45228992,0.505706766
0.89758659,0.742572159,0.24606194,0.899024329,0.364424695,0.356460539,0.505706766
0.905347007,0.74709094,0.230283566,0.899662192,0.310305668,0.356460539,0.505706766
0.909820984,0.72983741,0.226106422,0.896898119,0.288746381,0.356460539,0.505706766
0.910235241,0.715322536,0.221929278,0.904056359,0.295089709,0.260631159,0.505706766
0.911643715,0.729289679,0.224860299,0.908308779,0.298060635,0.260631159,0.505706766
0.909268641,0.759277958,0.222561114,0.90561558,0.295170005,0.260631159,0.505706766
0.913245509,0.772834303,0.213241519,0.906891306,0.297217535,0.260631159,0.378358188
0.927413103,0.763112076,0.202079066,0.897535982,0.298020488,0.260631159,0.378358188
0.942630147,0.772423505,0.191004367,0.885026779,0.296294139,0.260631159,0.378358188
0.957211998,0.732165268,0.186862325,0.886621437,0.3165687,0.356460539,0.25100961
0.964585775,0.667532996,0.19275947,0.882936006,0.412882904,0.356460539,0.25100961
0.969032134,0.65493518,0.198937432,0.8879326,0.498798868,0.356460539,0.123661032
0.966905614,0.74558468,0.200288861,0.889137452,0.501247874,0.356460539,0.123661032
0.966546592,0.826511952,0.200359065,0.880526302,0.498638277,0.356460539,0.123661032
0.967899832,0.74558468,0.202781107,0.871419035,0.524653952,0.356460539,-0.003687546
0.962155466,0.670956315,0.206221108,0.8666705,0.563637317,0.45228992,-0.003687546
0.956493952,0.604954716,0.21171458,0.870781172,0.566849128,0.260631159,0.123661032
0.953566535,0.596875682,0.223491319,0.875777766,0.565082632,0.164801779,0.25100961
0.94666225,0.684512661,0.226790912,0.88513309,0.565564404,0.164801779,0.25100961
0.935698245,0.732576066,0.226861116,0.888924831,0.490367862,0.164801779,0.25100961
0.933792662,0.736820982,0.233846425,0.891263662,0.394936906,0.164801779,0.123661032
0.937493359,0.714774805,0.237286426,0.89374424,0.379078586,0.164801779,0.123661032
0.942105422,0.647814676,0.236286018,0.899059765,0.375304707,0.164801779,0.123661032
0.948705918,0.689442241,0.234390507,0.898528213,0.375304707,0.260631159,0.123661032
0.949341113,0.749829596,0.235285609,0.897146176,0.377512828,0.260631159,0.123661032
0.94994869,0.691907031,0.232775812,0.897323361,0.3788377,0.260631159,0.123661032
0.950583884,0.648088541,0.226387238,0.896083071,0.378115042,0.164801779,0.25100961
0.952296147,0.673558038,0.219208868,0.898244718,0.381206411,0.164801779,0.25100961
0.954477901,0.688757577,0.21513703,0.903631117,0.384016746,0.164801779,0.25100961
0.961244101,0.655072113,0.218489276,0.907281111,0.384217485,0.260631159,0.123661032
0.968811197,0.672736442,0.216067234,0.905757327,0.384418223,0.260631159,0.123661032
0.970468226,0.672599509,0.216646418,0.905402959,0.385261323,0.260631159,-0.003687546
0.975908803,0.697658207,0.216207643,0.900441802,0.384016746,0.356460539,-0.131036125
0.978698134,0.752431319,0.213996213,0.899981123,0.383414532,0.356460539,-0.131036125
0.975825951,0.750240394,0.20950315,0.901256849,0.383334236,0.356460539,-0.258384703
0.965939015,0.768726319,0.205782332,0.893956861,0.383655418,0.45228992,-0.385733281
0.949838221,0.774203631,0.210643967,0.89431123,0.439300056,0.356460539,-0.385733281
0.94376245,0.77612069,0.216348051,0.892645699,0.499641968,0.356460539,-0.385733281
0.94376245,0.773382034,0.223491319,0.891653467,0.500525216,0.356460539,-0.385733281
0.946910804,0.739148839,0.215716214,0.891795215,0.503094666,0.260631159,-0.385733281
0.950114393,0.715322536,0.211925192,0.889066578,0.501569055,0.260631159,-0.385733281
0.951633335,0.755169974,0.221525604,0.887471921,0.48442601,0.260631159,-0.385733281
0.951909507,0.823225565,0.217997847,0.887826289,0.465516469,0.260631159,-0.385733281
0.947490764,0.77858548,0.209643558,0.889810752,0.46379012,0.260631159,-0.385733281
0.948761153,0.705600308,0.214786009,0.886727747,0.467925328,0.260631159,-0.385733281
0.958730941,0.726140225,0.213539886,0.887649105,0.470454629,0.164801779,-0.513081859
0.965248586,0.772012706,0.215347642,0.893460746,0.46993271,0.260631159,-0.385733281
0.969391157,0.815694263,0.215066826,0.888180658,0.467684442,0.356460539,-0.385733281
0.971545294,0.824731826,0.202991719,0.880632612,0.524573657,0.45228992,-0.385733281
0.968424557,0.817885187,0.196427635,0.87460835,0.628475766,0.5481193,-0.385733281
0.962707809,0.729563545,0.196708451,0.878506402,0.704756294,0.64394868,-0.385733281
0.956411101,0.666711399,0.196936615,0.885487458,0.737356183,0.83560744,-0.385733281
0.958371918,0.72093678,0.212276213,0.881979212,0.73314068,0.93143682,-0.385733281
0.960608906,0.788718505,0.218577031,0.87315544,0.728162372,1.0272662,-0.385733281
0.960608906,0.820897708,0.209432946,0.86822972,0.72222052,1.12309558,-0.385733281
0.960608906,0.823362498,0.231424383,0.861957401,0.717483098,1.21892496,-0.258384703
0.960608906,0.765303,0.248571737,0.854161298,0.755382476,1.31475434,-0.258384703
0.96279066,0.702176989,0.241165203,0.852779261,0.804804229,1.21892496,-0.258384703
0.969971117,0.713816275,0.241165203,0.853700619,0.807092645,1.21892496,-0.258384703
0.975853568,0.741613629,0.22213989,0.852743824,0.841659769,1.12309558,-0.131036125
0.976930637,0.763796739,0.214505193,0.860043812,0.901760795,1.12309558,-0.131036125
0.97786962,0.77858548,0.220648053,0.873509809,0.919184874,1.0272662,-0.131036125
0.975384077,0.796797539,0.210643967,0.88010106,0.916254096,0.93143682,-0.003687546
0.968866432,0.766124597,0.204852128,0.883644743,0.954474655,0.93143682,-0.003687546
0.964668626,0.719019721,0.204852128,0.885381148,1.033966995,0.83560744,-0.003687546
0.959863243,0.756265437,0.208923966,0.888216094,1.074074494,0.83560744,0.123661032
0.947877404,0.782693463,0.207361925,0.88871221,1.074676709,0.73977806,0.123661032
0.918713703,0.80720443,0.206958251,0.891086478,1.072709474,0.64394868,0.25100961
0.883474231,0.786664514,0.208572946,0.895303461,0.994260973,0.64394868,0.378358188
0.859226381,0.733945394,0.212925601,0.898740834,0.83668146,0.5481193,0.378358188
0.842683714,0.758730227,0.212679886,0.895905887,0.752612289,0.45228992,0.505706766
0.833901463,0.809258422,0.217822337,0.897571418,0.722461406,0.45228992,0.505706766
0.830090297,0.739833503,0.224491727,0.905190338,0.675729546,0.356460539,0.633055344
0.82851612,0.688757577,0.223070094,0.901540344,0.618519149,0.356460539,0.633055344
0.823351715,0.79488048,0.226387238,0.900583549,0.576404268,0.260631159,0.760403923
0.823710738,0.822677834,0.227703565,0.90146947,0.57552102,0.260631159,0.760403923
0.82619628,0.832400062,0.230108056,0.898953455,0.547497963,0.260631159,0.633055344
0.834067165,0.784336656,0.226001116,0.901646654,0.518431067,0.356460539,0.505706766
0.846991988,0.706695771,0.221788869,0.897961224,0.516303242,0.45228992,0.378358188
0.852073542,0.686018921,0.219717848,0.894098609,0.52264657,0.45228992,0.25100961
0.853316313,0.691222367,0.215242336,0.893318998,0.58575867,0.45228992,0.123661032
0.854393381,0.721758376,0.213346825,0.888322405,0.648790475,0.5481193,0.123661032
0.856409433,0.770780311,0.215786418,0.885558332,0.646983831,0.5481193,-0.003687546
0.85585709,0.823910229,0.211433763,0.880526302,0.644414381,0.64394868,-0.131036125
0.85257065,0.815146532,0.205641924,0.876273882,0.689460041,0.64394868,-0.258384703
0.858591187,0.771464975,0.198709268,0.870107873,0.741611834,0.64394868,-0.258384703
0.866821095,0.745858545,0.193145593,0.866174384,0.773007293,0.64394868,-0.385733281
0.873780614,0.756402369,0.198077431,0.867379236,0.808658403,0.5481193,-0.385733281
0.882756185,0.752157453,0.204781924,0.871170978,0.842061245,0.5481193,-0.385733281
0.881817203,0.698069006,0.23598765,0.898953455,0.875905711,0.5481193,-0.258384703
0.876873734,0.653839718,0.260137864,0.921703902,0.87096755,0.5481193,-0.258384703
0.877039437,0.702998586,0.240919489,0.913376246,0.871047846,0.5481193,-0.258384703
0.883418997,0.749281865,0.217243153,0.909407321,0.867635296,0.5481193,-0.258384703
0.887754888,0.760510353,0.216067234,0.910895668,0.867956477,0.45228992,-0.131036125
0.882562865,0.814324935,0.223245605,0.911568968,0.872051537,0.45228992,-0.131036125
0.879745917,0.822267036,0.214680703,0.902957817,0.868638987,0.45228992,-0.131036125
0.886981608,0.778311614,0.214066417,0.898847144,0.865828652,0.45228992,-0.258384703
0.901563458,0.748186403,0.217208051,0.896614624,0.865828652,0.45228992,-0.258384703
0.914156875,0.732576066,0.21239907,0.893460746,0.915651881,0.45228992,-0.258384703
0.92067452,0.755991571,0.206852945,0.892539388,1.02160152,0.45228992,-0.131036125
0.925673223,0.761195017,0.198849677,0.880632612,1.073231393,0.356460539,-0.131036125
0.927772125,0.70614804,0.19207498,0.872801072,1.102619471,0.356460539,-0.131036125
0.930119582,0.648088541,0.186423549,0.869930688,1.150073989,0.260631159,-0.003687546
0.932770828,0.667122198,0.200113351,0.872765635,1.158545142,0.260631159,-0.003687546
0.922055377,0.696288879,0.247378267,0.86107148,1.193112266,0.260631159,0.123661032
0.902060567,0.685197324,0.27031746,0.852708387,1.235789214,0.164801779,0.123661032
0.906506927,0.708065098,0.244271735,0.867591857,1.241209146,0.068972399,0.378358188
0.918106126,0.737368713,0.233846425,0.888322405,1.174042134,-0.026856981,0.505706766
0.923353383,0.728057284,0.23802357,0.907954411,1.080779151,-0.026856981,0.633055344
0.927854977,0.759004092,0.224386421,0.912951004,1.067570575,-0.026856981,0.633055344
0.92492756,0.832947793,0.205326006,0.905863638,1.065523045,0.068972399,0.760403923
0.918575617,0.817200523,0.197217431,0.895268024,1.071986816,0.068972399,0.887752501
0.903248104,0.767904723,0.199709677,0.895268024,1.147464392,0.068972399,0.887752501
0.882176225,0.702861653,0.205431312,0.895622393,1.217040263,0.068972399,1.015101079
0.878309826,0.628370221,0.208362333,0.89498453,1.215916129,0.068972399,1.142449657
0.87701182,0.650827197,0.208432538,0.894346667,1.16950545,0.068972399,1.142449657
0.875907134,0.729015814,0.210959885,0.900300055,1.074676709,0.164801779,1.142449657
0.88145818,0.751198924,0.217717031,0.902249081,1.022645359,0.260631159,1.142449657
0.880961071,0.730248209,0.212925601,0.897181613,0.995184369,0.260631159,1.142449657
0.879966854,0.712310015,0.215417846,0.903135001,0.973544787,0.164801779,1.269798235
0.847848119,0.775436026,0.216207643,0.903631117,0.974066707,0.164801779,1.269798235
0.785267677,0.807341363,0.217822337,0.901894712,0.972059324,0.068972399,1.397146814
0.754060308,0.721895309,0.222385604,0.902249081,0.87165006,0.068972399,1.397146814
0.749807268,0.701355392,0.235741936,0.908344216,0.688857826,-0.026856981,1.524495392
0.751022422,0.731617536,0.247167655,0.913199062,0.573232604,-0.026856981,1.524495392
0.748951136,0.760510353,0.239252141,0.916849056,0.511164343,-0.122686361,1.65184397
0.746907468,0.770643378,0.220963971,0.916742745,0.480732427,-0.026856981,1.524495392
0.745830399,0.786801446,0.222631319,0.916494688,0.456041624,0.164801779,1.269798235
0.742516343,0.798166867,0.217787235,0.912348578,0.426533104,0.164801779,1.142449657
0.726995509,0.807478296,0.204079883,0.896614624,0.422839521,0.164801779,1.142449657
0.710066202,0.737779511,0.199569269,0.883325811,0.419105789,0.164801779,1.015101079
0.707525425,0.67807682,0.194426818,0.880030186,0.418222541,0.164801779,1.015101079
0.712524127,0.736410184,0.198182738,0.881731154,0.417660474,0.260631159,0.887752501
0.714705881,0.761879681,0.199218248,0.878258344,0.413003347,0.260631159,0.887752501
0.703907579,0.756402369,0.19874437,0.875033592,0.409430207,0.260631159,0.760403923
0.690402797,0.748871067,0.212206008,0.876769997,0.386546048,0.260631159,0.760403923
0.678334106,0.730932873,0.222350502,0.8859127,0.321667451,0.164801779,0.887752501
0.66342085,0.736136318,0.223210503,0.889987936,0.251087889,0.068972399,1.015101079
0.643094634,0.758182496,0.234987242,0.89363793,0.192833654,0.164801779,0.887752501
0.623486464,0.743530688,0.23410969,0.896933555,0.125506051,0.164801779,0.760403923
0.616747882,0.749007999,0.231178669,0.898351029,0.063718823,0.260631159,0.633055344
0.620089556,0.765439933,0.244429694,0.908131595,0.00526385,0.260631159,0.505706766
0.634146681,0.75448531,0.240094591,0.907777227,-0.031953019,0.260631159,0.378358188
0.651517862,0.745310814,0.233530507,0.909407321,-0.033077153,0.356460539,0.25100961
0.664718856,0.764618336,0.207028455,0.910186931,-0.027938254,0.356460539,0.123661032
0.675517158,0.774477496,0.173997422,0.897642292,-0.026934563,0.356460539,0.123661032
0.680294923,0.772560437,0.174857422,0.893035504,-0.026452791,0.64394868,-0.258384703
0.686950654,0.772423505,0.186177835,0.887294737,0.015541647,0.73977806,-0.513081859
0.689878071,0.726277158,0.207133762,0.869540883,0.124141031,0.73977806,-0.513081859
0.679797815,0.715870267,0.241288061,0.859087017,0.229809636,0.73977806,-0.513081859
0.670021347,0.754759176,0.25374929,0.856960807,0.264055579,0.73977806,-0.513081859
0.668695724,0.784610522,0.216418255,0.868867583,0.263292773,0.73977806,-0.513081859
0.683829918,0.776668421,0.196111716,0.874218545,0.233744106,0.83560744,-0.513081859
0.701891528,0.703820182,0.19856886,0.871560783,0.200863183,0.83560744,-0.513081859
0.705398905,0.66725913,0.194742736,0.877266113,0.207648135,0.83560744,-0.513081859
0.706669293,0.664383542,0.198709268,0.878541839,0.208049612,0.83560744,-0.513081859
0.710894716,0.698069006,0.191425592,0.873297188,0.223024684,0.73977806,-0.513081859
0.714346859,0.739559638,0.19925335,0.868442341,0.305206916,0.64394868,-0.385733281
0.716224824,0.737642579,0.214856214,0.864508853,0.381969216,0.64394868,-0.258384703
0.711474676,0.741613629,0.237742753,0.860150122,0.424124245,0.64394868,-0.258384703
0.694849157,0.721484511,0.247062349,0.859689444,0.461341114,0.64394868,-0.131036125
0.681731015,0.765576866,0.235180303,0.868300594,0.462826576,0.64394868,-0.003687546
0.688994323,0.836781911,0.242885204,0.883148627,0.453672913,0.64394868,-0.003687546
0.708409173,0.815694263,0.241709285,0.893141814,0.393531739,0.64394868,0.123661032
0.715534396,0.75544384,0.231634996,0.894736472,0.348526227,0.5481193,0.123661032
0.717191424,0.725044763,0.22163091,0.892255893,0.349088294,0.5481193,0.25100961
0.726166995,0.731206738,0.211784784,0.888535026,0.347080912,0.83560744,0.25100961
0.739699394,0.729563545,0.213346825,0.888393279,0.351135824,1.0272662,0.123661032
0.750166291,0.717650393,0.218577031,0.891901525,0.351738039,1.0272662,0.123661032
0.755634485,0.712994678,0.217243153,0.890200557,0.36024934,1.0272662,0.123661032
0.748868285,0.751472789,0.214399887,0.888535026,0.420872286,1.0272662,-0.003687546
0.73461784,0.789129304,0.208362333,0.888286968,0.520197563,1.0272662,-0.003687546
0.728873475,0.771054177,0.191320286,0.88803891,0.572670537,1.0272662,-0.003687546
0.73887088,0.75202052,0.181509262,0.887790852,0.601536695,1.0272662,-0.003687546
0.752265193,0.753663714,0.182176201,0.884636974,0.673722163,1.0272662,-0.131036125
0.764057713,0.758867159,0.19549743,0.89856365,0.719891957,1.0272662,-0.131036125
0.771541958,0.775436026,0.223421115,0.911214599,0.714512172,1.0272662,-0.003687546
0.774248438,0.782830396,0.232354588,0.901079665,0.708369582,0.83560744,0.123661032
0.781732683,0.694919552,0.234566017,0.899024329,0.706482643,0.73977806,0.25100961
0.785709551,0.647951609,0.228388056,0.897039866,0.708971797,0.73977806,0.378358188
0.782782134,0.720662914,0.221929278,0.89721705,0.71130036,0.64394868,0.378358188
0.781207957,0.742982957,0.222350502,0.894842782,0.762328019,0.5481193,0.505706766
0.771735278,0.762290479,0.218963154,0.892149583,0.822388898,0.45228992,0.633055344
0.75983229,0.73969657,0.213645193,0.89016512,0.822388898,0.356460539,0.633055344
0.752707068,0.71997825,0.22249091,0.890590362,0.795931599,0.260631159,0.760403923
0.751602382,0.73079594,0.230968057,0.903808301,0.719209447,0.164801779,0.887752501
0.755358313,0.710392956,0.228967239,0.906572374,0.620285646,0.356460539,0.760403923
0.758948542,0.688072913,0.224790095,0.90136316,0.572469799,0.45228992,0.505706766
0.762566387,0.693687157,0.220788461,0.903453933,0.576243678,0.45228992,0.378358188
0.759003776,0.786664514,0.219647644,0.898953455,0.589371958,0.45228992,0.378358188
0.75693249,0.859238886,0.206747639,0.887152989,0.679864753,0.45228992,0.25100961
0.757208662,0.790224766,0.200710086,0.884424353,0.830498723,0.45228992,0.123661032
0.748868285,0.762153546,0.189723142,0.877124366,0.899351937,0.45228992,-0.003687546
0.745443759,0.767356992,0.188933346,0.870674862,0.899873856,0.45228992,-0.003687546
0.741025017,0.766672328,0.196287227,0.871348162,0.899311789,0.45228992,-0.131036125
0.728238281,0.765850731,0.195778247,0.868158847,0.892607132,0.5481193,-0.258384703
0.716970487,0.732849931,0.195778247,0.868938457,0.884577603,0.64394868,-0.385733281
0.707221636,0.701081527,0.196708451,0.875139903,0.89007783,0.64394868,-0.385733281
0.701946762,0.619606523,0.207502333,0.879321449,0.892727575,0.5481193,-0.385733281
0.69095514,0.599340472,0.205150495,0.876876308,0.945561878,0.45228992,-0.258384703
0.683443278,0.706011107,0.230564383,0.883325811,1.00779073,0.260631159,-0.258384703
0.6828357,0.776394555,0.25341582,0.901965586,0.973384197,-0.410174501,0.887752501
0.692915957,0.833084726,0.23888357,0.922129144,0.781277708,-0.985150781,1.779192548
0.703852345,0.794606615,0.239427652,0.936870867,0.529672408,-0.889321401,1.524495392
0.705868396,0.692180896,0.224632136,0.937366982,0.446647075,-0.697662641,1.397146814
0.710452842,0.646993079,0.218647235,0.935666014,0.423160702,-0.601833261,1.269798235
0.715092521,0.713405477,0.23000275,0.936587372,0.389637417,-0.506003881,1.015101079
0.713435493,0.778722412,0.226387238,0.934780094,0.387790625,-0.314345121,0.887752501
0.703990431,0.779270143,0.218647235,0.925814575,0.390279779,-0.218515741,0.633055344
0.700621139,0.723264637,0.216962337,0.91635294,0.395458826,-0.122686361,0.505706766
0.700621139,0.72983741,0.210099885,0.900441802,0.394254396,0.068972399,0.378358188
0.702167699,0.781324135,0.213820703,0.894807345,0.397707094,0.068972399,0.25100961
0.705951248,0.775299093,0.210433355,0.891653467,0.398510047,0.068972399,0.123661032
0.715865801,0.726824889,0.205712128,0.887471921,0.428058715,0.068972399,0.123661032
0.725034692,0.688209846,0.212206008,0.887436484,0.505503525,0.068972399,-0.003687546
0.725863206,0.681500139,0.203500699,0.882971443,0.551793761,0.068972399,-0.003687546
0.726719338,0.719019721,0.199499065,0.886444253,0.548421359,0.068972399,-0.003687546
0.729122029,0.755306907,0.200569677,0.882050085,0.544125561,0.068972399,-0.131036125
0.72978484,0.745173882,0.196568043,0.876557376,0.537059575,0.068972399,-0.131036125
0.73075144,0.702040056,0.200078249,0.87730155,0.527665025,0.068972399,-0.131036125
0.733899794,0.684238795,0.196568043,0.876344755,0.523007899,-0.026856981,-0.258384703
0.738042366,0.714774805,0.206501925,0.881093291,0.503014371,-0.026856981,-0.131036125
0.745498994,0.727920351,0.222631319,0.887471921,0.476717662,-0.026856981,-0.003687546
0.748067388,0.716417998,0.217418664,0.887826289,0.4692502,-0.026856981,0.123661032
0.751906171,0.77858548,0.21924397,0.883432122,0.467242818,0.068972399,0.123661032
0.764941461,0.831715398,0.211433763,0.872056898,0.464512778,0.068972399,0.25100961
0.768807861,0.775709891,0.204360699,0.869647194,0.4692502,0.068972399,0.25100961
0.762980644,0.724633965,0.208239476,0.875777766,0.537059575,0.164801779,0.378358188
0.764941461,0.703957115,0.20795866,0.869363699,0.645899844,0.164801779,0.378358188
0.763450136,0.711351485,0.209819069,0.865607395,0.731213593,0.260631159,0.505706766
0.759473267,0.729974343,0.211363559,0.869257389,0.77288685,0.260631159,0.505706766
